x y z charge scale scaleCoul Type
 43 2 11.0895  24.094  21.0315 -0.35 1 1 6
 44 0 13.9506  29.425  16.8907 0.7 1 1 5
 44 1 13.0228  30.1136  16.9932 -0.35 1 1 6
 44 2 14.8785  28.7364  16.7881 -0.35 1 1 6
 45 0 2.33829  15.29  4.30654 0.7 1 1 5
 45 1 1.20545  15.2393  4.06219 -0.35 1 1 6
 45 2 3.47113  15.3408  4.55088 -0.35 1 1 6
 46 0 24.5567  14.9308  12.8717 0.7 1 1 5
 46 1 23.6179  15.419  12.3964 -0.35 1 1 6
 46 2 25.4955  14.4425  13.3469 -0.35 1 1 6
 47 0 11.07  4.94517  3.66987 0.7 1 1 5
 47 1 12.1907  5.11679  3.915 -0.35 1 1 6
 47 2 9.94922  4.77355  3.42474 -0.35 1 1 6
 48 0 15.8373  4.84671  12.8216 0.7 1 1 5
 48 1 16.3426  5.87402  13.0084 -0.35 1 1 6
 48 2 15.332  3.8194  12.6347 -0.35 1 1 6
 49 0 3.3453  3.55076  20.8185 0.7 1 1 5
 49 1 4.15041  2.72977  20.6656 -0.35 1 1 6
 49 2 2.54019  4.37175  20.9713 -0.35 1 1 6
 50 0 12.534  13.3938  21.5273 0.7 1 1 5
 50 1 13.665  13.1494  21.6096 -0.35 1 1 6
 50 2 11.4031  13.6383  21.4451 -0.35 1 1 6
 51 0 17.9164  9.34955  8.12982 0.7 1 1 5
 51 1 17.3845  10.3446  7.86056 -0.35 1 1 6
 51 2 18.4484  8.35449  8.39907 -0.35 1 1 6
 52 0 14.0201  19.6715  17.2027 0.7 1 1 5
 52 1 14.7466  19.0566  17.8658 -0.35 1 1 6
 52 2 13.2936  20.2865  16.5397 -0.35 1 1 6
 53 0 5.40672  28.776  16.9321 0.7 1 1 5
 53 1 4.38305  28.9759  16.4244 -0.35 1 1 6
 53 2 6.43039  28.5761  17.4398 -0.35 1 1 6
 54 0 6.5187  11.0964  16.8587 0.7 1 1 5
 54 1 6.57628  10.0932  17.4382 -0.35 1 1 6
 54 2 6.46112  12.0997  16.2792 -0.35 1 1 6
 55 0 20.0433  16.0188  21.137 0.7 1 1 5
 55 1 21.1718  15.9251  20.885 -0.35 1 1 6
 55 2 18.9149  16.1126  21.389 -0.35 1 1 6
 56 0 21.3774  13.2788  21.7218 0.7 1 1 5
 56 1 22.3107  13.6171  22.3219 -0.35 1 1 6
 56 2 20.4441  12.9406  21.1216 -0.35 1 1 6
 57 0 11.9774  12.7253  6.04822 0.7 1 1 5
 57 1 11.8749  12.7342  7.20365 -0.35 1 1 6
 57 2 12.08  12.7164  4.8928 -0.35 1 1 6
