x y z charge scale scaleCoul Type
 0 76 -1.87472  0.304047  13.5058 0.467519 1 1 1
 0 77 -1.6366  9.38945  12.0884 0.467537 1 1 1
 0 78 -3.70745  5.1508  16.3541 0.467506 1 1 1
 0 79 0.196137  4.5427  9.2401 0.46749 1 1 1
 0 80 -4.02275  7.81478  10.2474 0.115606 1 1 0
 0 81 0.511422  1.87872  15.3469 0.115616 1 1 0
 0 82 2.58228  2.96803  11.0812 0.115601 1 1 0
 0 83 -6.0936  6.72547  14.5131 0.11561 1 1 0
 0 84 0.985976  6.68665  11.3403 0.117813 1 1 0
 0 85 -4.4973  3.00685  14.254 0.117793 1 1 0
 0 86 -2.42645  1.8399  9.98826 0.117796 1 1 0
 0 87 -1.08488  7.8536  15.606 0.117789 1 1 0
 0 88 -8.54294  0.547197  20.803 0.688558 1 1 4
 0 89 -3.25181  9.1463  21.8541 0.688576 1 1 4
 0 90 -1.18095  5.39395  17.5884 0.688578 1 1 4
 0 91 -10.6138  4.29955  25.0687 0.688597 1 1 4
 0 92 -9.52166  8.59966  20.2113 -0.189726 1 1 3
 0 93 -2.27308  1.09384  22.4457 -0.189706 1 1 3
 0 94 -0.202228  3.75291  18.18 -0.189705 1 1 3
 0 95 -11.5925  5.94059  24.477 -0.189705 1 1 3
 0 96 -1.87972  8.2411  20.5692 -0.19279 1 1 3
 0 97 -9.91503  1.4524  22.0878 -0.192839 1 1 3
 0 98 -7.84417  3.39435  17.8221 -0.192842 1 1 3
 0 99 -3.95057  6.29915  24.8349 -0.19284 1 1 3
 0 100 -1.19335  6.86041  18.9784 -0.317825 1 1 3
 0 101 -10.6014  2.8331  23.6786 -0.317856 1 1 3
 0 102 -8.53054  2.01366  19.4129 -0.317783 1 1 3
 0 103 -3.2642  7.67985  23.2441 -0.317845 1 1 3
 0 104 -7.18118  0.74978  22.2867 -0.498914 1 1 2
 0 105 -4.61356  8.94372  20.3703 -0.498913 1 1 2
 0 106 -6.68442  5.59653  24.636 -0.498917 1 1 2
 0 107 -5.11032  4.09698  18.021 -0.498914 1 1 2
 0 108 -5.04546  0.308322  22.8384 -0.504972 1 1 2
 0 109 -6.74928  9.38517  19.8186 -0.504996 1 1 2
 0 110 -8.82013  5.15507  24.0843 -0.504964 1 1 2
 0 111 -2.97461  4.53843  18.5727 -0.504947 1 1 2
 0 112 -9.13727  7.75886  19.2531 0.1511 1 1 1
 0 113 -2.65748  1.93464  23.4039 0.151084 1 1 1
 0 114 -0.586621  2.91211  19.1382 0.151075 1 1 1
 0 115 -11.2081  6.78139  23.5188 0.15109 1 1 1
 0 116 -2.20103  7.19484  19.8174 0.163631 1 1 1
 0 117 -9.59371  2.49866  22.8396 0.163688 1 1 1
 0 118 -7.52285  2.34809  18.5739 0.163655 1 1 1
 0 119 -4.27189  7.34541  24.0831 0.163692 1 1 1
 0 120 -6.01643  0.304047  22.0372 0.467519 1 1 1
 0 121 -5.77831  9.38945  20.6198 0.467537 1 1 1
 0 122 -7.84916  5.1508  24.8855 0.467506 1 1 1
 0 123 -3.94557  4.5427  17.7715 0.46749 1 1 1
 0 124 -8.16446  7.81478  18.7788 0.115606 1 1 0
 0 125 -3.63029  1.87872  23.8783 0.115616 1 1 0
 0 126 -1.55943  2.96803  19.6126 0.115601 1 1 0
 0 127 -10.2353  6.72547  23.0445 0.11561 1 1 0
 0 128 -3.15573  6.68665  19.8717 0.117813 1 1 0
 0 129 -8.63901  3.00685  22.7854 0.117793 1 1 0
 0 130 -6.56816  1.8399  18.5197 0.117796 1 1 0
 0 131 -5.22659  7.8536  24.1374 0.117789 1 1 0
 0 132 -0.259526  10.2407  3.74015 0.688558 1 1 4
 0 133 5.03161  18.8398  4.79126 0.688576 1 1 4
 0 134 7.10247  15.0874  0.525558 0.688578 1 1 4
 0 135 -2.33038  13.993  8.00585 0.688597 1 1 4
 0 136 -1.23824  18.2932  3.1485 -0.189726 1 1 3
 0 137 6.01033  10.7873  5.38291 -0.189706 1 1 3
 0 138 8.08119  13.4464  1.1172 -0.189705 1 1 3
 0 139 -3.3091  15.6341  7.41421 -0.189705 1 1 3
 0 140 6.4037  17.9346  3.50637 -0.19279 1 1 3
 0 141 -1.63161  11.1459  5.02503 -0.192839 1 1 3
 0 142 0.439246  13.0879  0.759327 -0.192842 1 1 3
 0 143 4.33285  15.9926  7.77208 -0.19284 1 1 3
 0 144 7.09007  16.5539  1.9156 -0.317825 1 1 3
 0 145 -2.31798  12.5266  6.61581 -0.317856 1 1 3
 0 146 -0.247125  11.7072  2.35011 -0.317783 1 1 3
 0 147 5.01922  17.3733  6.1813 -0.317845 1 1 3
 0 148 1.10224  10.4433  5.2239 -0.498914 1 1 2
 0 149 3.66985  18.6372  3.30751 -0.498913 1 1 2
 0 150 1.599  15.29  7.57321 -0.498917 1 1 2
 0 151 3.17309  13.7905  0.958189 -0.498914 1 1 2
 0 152 3.23796  10.0018  5.77558 -0.504972 1 1 2
 0 153 1.53414  19.0787  2.75582 -0.504996 1 1 2
 0 154 -0.536714  14.8486  7.02153 -0.504964 1 1 2
 0 155 5.30881  14.2319  1.50988 -0.504947 1 1 2
 0 156 -0.853851  17.4524  2.19031 0.1511 1 1 1
 0 157 5.62594  11.6281  6.3411 0.151084 1 1 1
 0 158 7.6968  12.6056  2.0754 0.151075 1 1 1
 0 159 -2.9247  16.4749  6.45601 0.15109 1 1 1
 0 160 6.08238  16.8883  2.7546 0.163631 1 1 1
 0 161 -1.31029  12.1922  5.7768 0.163688 1 1 1
 0 162 0.760563  12.0416  1.5111 0.163655 1 1 1
 0 163 4.01153  17.0389  7.02031 0.163692 1 1 1
 0 164 2.26699  9.99755  4.9744 0.467519 1 1 1
 0 165 2.50511  19.083  3.55701 0.467537 1 1 1
 0 166 0.434258  14.8443  7.82271 0.467506 1 1 1
 0 167 4.33785  14.2362  0.708696 0.46749 1 1 1
 0 168 0.11896  17.5083  1.71596 0.115606 1 1 0
 0 169 4.65313  11.5722  6.81545 0.115616 1 1 0
 0 170 6.72398  12.6615  2.54974 0.115601 1 1 0
 0 171 -1.9519  16.419  5.98167 0.11561 1 1 0
 0 172 5.12768  16.3801  2.80885 0.117813 1 1 0
 0 173 -0.355596  12.7003  5.72256 0.117793 1 1 0
 0 174 1.71526  11.5334  1.45686 0.117796 1 1 0
 0 175 3.05683  17.5471  7.07455 0.117789 1 1 0
 0 176 -4.40123  10.2407  12.2716 0.688558 1 1 4
 0 177 0.889903  18.8398  13.3227 0.688576 1 1 4
 0 178 2.96076  15.0874  9.05697 0.688578 1 1 4
 0 179 -6.47209  13.993  16.5373 0.688597 1 1 4
 0 180 -5.37995  18.2932  11.6799 -0.189726 1 1 3
 0 181 1.86863  10.7873  13.9143 -0.189706 1 1 3
 0 182 3.93948  13.4464  9.64861 -0.189705 1 1 3
 0 183 -7.4508  15.6341  15.9456 -0.189705 1 1 3
 0 184 2.26199  17.9346  12.0378 -0.19279 1 1 3
 0 185 -5.77332  11.1459  13.5564 -0.192839 1 1 3
 0 186 -3.70246  13.0879  9.29073 -0.192842 1 1 3
 0 187 0.19114  15.9926  16.3035 -0.19284 1 1 3
 0 188 2.94836  16.5539  10.447 -0.317825 1 1 3
 0 189 -6.45969  12.5266  15.1472 -0.317856 1 1 3
 0 190 -4.38883  11.7072  10.8815 -0.317783 1 1 3
 0 191 0.877508  17.3733  14.7127 -0.317845 1 1 3
 0 192 -3.03947  10.4433  13.7553 -0.498914 1 1 2
 0 193 -0.471855  18.6372  11.8389 -0.498913 1 1 2
 0 194 -2.54271  15.29  16.1046 -0.498917 1 1 2
 0 195 -0.968614  13.7905  9.4896 -0.498914 1 1 2
 0 196 -0.903748  10.0018  14.307 -0.504972 1 1 2
 0 197 -2.60757  19.0787  11.2872 -0.504996 1 1 2
 0 198 -4.67842  14.8486  15.5529 -0.504964 1 1 2
 0 199 1.1671  14.2319  10.0413 -0.504947 1 1 2
 0 200 -4.99556  17.4524  10.7217 0.1511 1 1 1
 0 201 1.48423  11.6281  14.8725 0.151084 1 1 1
 0 202 3.55509  12.6056  10.6068 0.151075 1 1 1
 0 203 -7.06641  16.4749  14.9874 0.15109 1 1 1
 0 204 1.94067  16.8883  11.286 0.163631 1 1 1
 0 205 -5.452  12.1922  14.3082 0.163688 1 1 1
 0 206 -3.38115  12.0416  10.0425 0.163655 1 1 1
 0 207 -0.130179  17.0389  15.5517 0.163692 1 1 1
 0 208 -1.87472  9.99755  13.5058 0.467519 1 1 1
 0 209 -1.6366  19.083  12.0884 0.467537 1 1 1
 0 210 -3.70745  14.8443  16.3541 0.467506 1 1 1
 0 211 0.196137  14.2362  9.2401 0.46749 1 1 1
 0 212 -4.02275  17.5083  10.2474 0.115606 1 1 0
 0 213 0.511422  11.5722  15.3469 0.115616 1 1 0
 0 214 2.58228  12.6615  11.0812 0.115601 1 1 0
 0 215 -6.0936  16.419  14.5131 0.11561 1 1 0
 0 216 0.985976  16.3801  11.3403 0.117813 1 1 0
 0 217 -4.4973  12.7003  14.254 0.117793 1 1 0
 0 218 -2.42645  11.5334  9.98826 0.117796 1 1 0
 0 219 -1.08488  17.5471  15.606 0.117789 1 1 0
 0 220 -8.54294  10.2407  20.803 0.688558 1 1 4
 0 221 -3.25181  18.8398  21.8541 0.688576 1 1 4
 0 222 -1.18095  15.0874  17.5884 0.688578 1 1 4
 0 223 -10.6138  13.993  25.0687 0.688597 1 1 4
 0 224 -9.52166  18.2932  20.2113 -0.189726 1 1 3
 0 225 -2.27308  10.7873  22.4457 -0.189706 1 1 3
 0 226 -0.202228  13.4464  18.18 -0.189705 1 1 3
 0 227 -11.5925  15.6341  24.477 -0.189705 1 1 3
 0 228 -1.87972  17.9346  20.5692 -0.19279 1 1 3
 0 229 -9.91503  11.1459  22.0878 -0.192839 1 1 3
 0 230 -7.84417  13.0879  17.8221 -0.192842 1 1 3
 0 231 -3.95057  15.9926  24.8349 -0.19284 1 1 3
 0 232 -1.19335  16.5539  18.9784 -0.317825 1 1 3
 0 233 -10.6014  12.5266  23.6786 -0.317856 1 1 3
 0 234 -8.53054  11.7072  19.4129 -0.317783 1 1 3
 0 235 -3.2642  17.3733  23.2441 -0.317845 1 1 3
 0 236 -7.18118  10.4433  22.2867 -0.498914 1 1 2
 0 237 -4.61356  18.6372  20.3703 -0.498913 1 1 2
 0 238 -6.68442  15.29  24.636 -0.498917 1 1 2
 0 239 -5.11032  13.7905  18.021 -0.498914 1 1 2
 0 240 -5.04546  10.0018  22.8384 -0.504972 1 1 2
 0 241 -6.74928  19.0787  19.8186 -0.504996 1 1 2
 0 242 -8.82013  14.8486  24.0843 -0.504964 1 1 2
 0 243 -2.97461  14.2319  18.5727 -0.504947 1 1 2
 0 244 -9.13727  17.4524  19.2531 0.1511 1 1 1
 0 245 -2.65748  11.6281  23.4039 0.151084 1 1 1
 0 246 -0.586621  12.6056  19.1382 0.151075 1 1 1
 0 247 -11.2081  16.4749  23.5188 0.15109 1 1 1
 0 248 -2.20103  16.8883  19.8174 0.163631 1 1 1
 0 249 -9.59371  12.1922  22.8396 0.163688 1 1 1
 0 250 -7.52285  12.0416  18.5739 0.163655 1 1 1
 0 251 -4.27189  17.0389  24.0831 0.163692 1 1 1
 0 252 -6.01643  9.99755  22.0372 0.467519 1 1 1
 0 253 -5.77831  19.083  20.6198 0.467537 1 1 1
 0 254 -7.84916  14.8443  24.8855 0.467506 1 1 1
 0 255 -3.94557  14.2362  17.7715 0.46749 1 1 1
 0 256 -8.16446  17.5083  18.7788 0.115606 1 1 0
 0 257 -3.63029  11.5722  23.8783 0.115616 1 1 0
 0 258 -1.55943  12.6615  19.6126 0.115601 1 1 0
 0 259 -10.2353  16.419  23.0445 0.11561 1 1 0
 0 260 -3.15573  16.3801  19.8717 0.117813 1 1 0
 0 261 -8.63901  12.7003  22.7854 0.117793 1 1 0
 0 262 -6.56816  11.5334  18.5197 0.117796 1 1 0
 0 263 -5.22659  17.5471  24.1374 0.117789 1 1 0
 0 264 -0.259526  19.9342  3.74015 0.688558 1 1 4
 0 265 5.03161  28.5333  4.79126 0.688576 1 1 4
 0 266 7.10247  24.7809  0.525558 0.688578 1 1 4
 0 267 -2.33038  23.6865  8.00585 0.688597 1 1 4
 0 268 -1.23824  27.9867  3.1485 -0.189726 1 1 3
 0 269 6.01033  20.4808  5.38291 -0.189706 1 1 3
 0 270 8.08119  23.1399  1.1172 -0.189705 1 1 3
 0 271 -3.3091  25.3276  7.41421 -0.189705 1 1 3
 0 272 6.4037  27.6281  3.50637 -0.19279 1 1 3
 0 273 -1.63161  20.8394  5.02503 -0.192839 1 1 3
 0 274 0.439246  22.7814  0.759327 -0.192842 1 1 3
 0 275 4.33285  25.6861  7.77208 -0.19284 1 1 3
 0 276 7.09007  26.2474  1.9156 -0.317825 1 1 3
 0 277 -2.31798  22.2201  6.61581 -0.317856 1 1 3
 0 278 -0.247125  21.4007  2.35011 -0.317783 1 1 3
 0 279 5.01922  27.0668  6.1813 -0.317845 1 1 3
 0 280 1.10224  20.1368  5.2239 -0.498914 1 1 2
 0 281 3.66985  28.3307  3.30751 -0.498913 1 1 2
 0 282 1.599  24.9835  7.57321 -0.498917 1 1 2
 0 283 3.17309  23.484  0.958189 -0.498914 1 1 2
 0 284 3.23796  19.6953  5.77558 -0.504972 1 1 2
 0 285 1.53414  28.7722  2.75582 -0.504996 1 1 2
 0 286 -0.536714  24.5421  7.02153 -0.504964 1 1 2
 0 287 5.30881  23.9254  1.50988 -0.504947 1 1 2
 0 288 -0.853851  27.1459  2.19031 0.1511 1 1 1
 0 289 5.62594  21.3216  6.3411 0.151084 1 1 1
 0 290 7.6968  22.2991  2.0754 0.151075 1 1 1
 0 291 -2.9247  26.1684  6.45601 0.15109 1 1 1
 0 292 6.08238  26.5818  2.7546 0.163631 1 1 1
 0 293 -1.31029  21.8857  5.7768 0.163688 1 1 1
 0 294 0.760563  21.7351  1.5111 0.163655 1 1 1
 0 295 4.01153  26.7324  7.02031 0.163692 1 1 1
 0 296 2.26699  19.691  4.9744 0.467519 1 1 1
 0 297 2.50511  28.7764  3.55701 0.467537 1 1 1
 0 298 0.434258  24.5378  7.82271 0.467506 1 1 1
 0 299 4.33785  23.9297  0.708696 0.46749 1 1 1
 0 300 0.11896  27.2018  1.71596 0.115606 1 1 0
 0 301 4.65313  21.2657  6.81545 0.115616 1 1 0
 0 302 6.72398  22.355  2.54974 0.115601 1 1 0
 0 303 -1.9519  26.1125  5.98167 0.11561 1 1 0
 0 304 5.12768  26.0736  2.80885 0.117813 1 1 0
 0 305 -0.355596  22.3938  5.72256 0.117793 1 1 0
 0 306 1.71526  21.2269  1.45686 0.117796 1 1 0
 0 307 3.05683  27.2406  7.07455 0.117789 1 1 0
 0 308 -4.40123  19.9342  12.2716 0.688558 1 1 4
 0 309 0.889903  28.5333  13.3227 0.688576 1 1 4
 0 310 2.96076  24.7809  9.05697 0.688578 1 1 4
 0 311 -6.47209  23.6865  16.5373 0.688597 1 1 4
 0 312 -5.37995  27.9867  11.6799 -0.189726 1 1 3
 0 313 1.86863  20.4808  13.9143 -0.189706 1 1 3
 0 314 3.93948  23.1399  9.64861 -0.189705 1 1 3
 0 315 -7.4508  25.3276  15.9456 -0.189705 1 1 3
 0 316 2.26199  27.6281  12.0378 -0.19279 1 1 3
 0 317 -5.77332  20.8394  13.5564 -0.192839 1 1 3
 0 318 -3.70246  22.7814  9.29073 -0.192842 1 1 3
 0 319 0.19114  25.6861  16.3035 -0.19284 1 1 3
 0 320 2.94836  26.2474  10.447 -0.317825 1 1 3
 0 321 -6.45969  22.2201  15.1472 -0.317856 1 1 3
 0 322 -4.38883  21.4007  10.8815 -0.317783 1 1 3
 0 323 0.877508  27.0668  14.7127 -0.317845 1 1 3
 0 324 -3.03947  20.1368  13.7553 -0.498914 1 1 2
 0 325 -0.471855  28.3307  11.8389 -0.498913 1 1 2
 0 326 -2.54271  24.9835  16.1046 -0.498917 1 1 2
 0 327 -0.968614  23.484  9.4896 -0.498914 1 1 2
 0 328 -0.903748  19.6953  14.307 -0.504972 1 1 2
 0 329 -2.60757  28.7722  11.2872 -0.504996 1 1 2
 0 330 -4.67842  24.5421  15.5529 -0.504964 1 1 2
 0 331 1.1671  23.9254  10.0413 -0.504947 1 1 2
 0 332 -4.99556  27.1459  10.7217 0.1511 1 1 1
 0 333 1.48423  21.3216  14.8725 0.151084 1 1 1
 0 334 3.55509  22.2991  10.6068 0.151075 1 1 1
 0 335 -7.06641  26.1684  14.9874 0.15109 1 1 1
 0 336 1.94067  26.5818  11.286 0.163631 1 1 1
 0 337 -5.452  21.8857  14.3082 0.163688 1 1 1
 0 338 -3.38115  21.7351  10.0425 0.163655 1 1 1
 0 339 -0.130179  26.7324  15.5517 0.163692 1 1 1
 0 340 -1.87472  19.691  13.5058 0.467519 1 1 1
 0 341 -1.6366  28.7764  12.0884 0.467537 1 1 1
 0 342 -3.70745  24.5378  16.3541 0.467506 1 1 1
 0 343 0.196137  23.9297  9.2401 0.46749 1 1 1
 0 344 -4.02275  27.2018  10.2474 0.115606 1 1 0
 0 345 0.511422  21.2657  15.3469 0.115616 1 1 0
 0 346 2.58228  22.355  11.0812 0.115601 1 1 0
 0 347 -6.0936  26.1125  14.5131 0.11561 1 1 0
 0 348 0.985976  26.0736  11.3403 0.117813 1 1 0
 0 349 -4.4973  22.3938  14.254 0.117793 1 1 0
 0 350 -2.42645  21.2269  9.98826 0.117796 1 1 0
 0 351 -1.08488  27.2406  15.606 0.117789 1 1 0
 0 352 -8.54294  19.9342  20.803 0.688558 1 1 4
 0 353 -3.25181  28.5333  21.8541 0.688576 1 1 4
 0 354 -1.18095  24.7809  17.5884 0.688578 1 1 4
 0 355 -10.6138  23.6865  25.0687 0.688597 1 1 4
 0 356 -9.52166  27.9867  20.2113 -0.189726 1 1 3
 0 357 -2.27308  20.4808  22.4457 -0.189706 1 1 3
 0 358 -0.202228  23.1399  18.18 -0.189705 1 1 3
 0 359 -11.5925  25.3276  24.477 -0.189705 1 1 3
 0 360 -1.87972  27.6281  20.5692 -0.19279 1 1 3
 0 361 -9.91503  20.8394  22.0878 -0.192839 1 1 3
 0 362 -7.84417  22.7814  17.8221 -0.192842 1 1 3
 0 363 -3.95057  25.6861  24.8349 -0.19284 1 1 3
 0 364 -1.19335  26.2474  18.9784 -0.317825 1 1 3
 0 365 -10.6014  22.2201  23.6786 -0.317856 1 1 3
 0 366 -8.53054  21.4007  19.4129 -0.317783 1 1 3
 0 367 -3.2642  27.0668  23.2441 -0.317845 1 1 3
 0 368 -7.18118  20.1368  22.2867 -0.498914 1 1 2
 0 369 -4.61356  28.3307  20.3703 -0.498913 1 1 2
 0 370 -6.68442  24.9835  24.636 -0.498917 1 1 2
 0 371 -5.11032  23.484  18.021 -0.498914 1 1 2
 0 372 -5.04546  19.6953  22.8384 -0.504972 1 1 2
 0 373 -6.74928  28.7722  19.8186 -0.504996 1 1 2
 0 374 -8.82013  24.5421  24.0843 -0.504964 1 1 2
 0 375 -2.97461  23.9254  18.5727 -0.504947 1 1 2
 0 376 -9.13727  27.1459  19.2531 0.1511 1 1 1
 0 377 -2.65748  21.3216  23.4039 0.151084 1 1 1
 0 378 -0.586621  22.2991  19.1382 0.151075 1 1 1
 0 379 -11.2081  26.1684  23.5188 0.15109 1 1 1
 0 380 -2.20103  26.5818  19.8174 0.163631 1 1 1
 0 381 -9.59371  21.8857  22.8396 0.163688 1 1 1
 0 382 -7.52285  21.7351  18.5739 0.163655 1 1 1
 0 383 -4.27189  26.7324  24.0831 0.163692 1 1 1
 0 384 -6.01643  19.691  22.0372 0.467519 1 1 1
 0 385 -5.77831  28.7764  20.6198 0.467537 1 1 1
 0 386 -7.84916  24.5378  24.8855 0.467506 1 1 1
 0 387 -3.94557  23.9297  17.7715 0.46749 1 1 1
 0 388 -8.16446  27.2018  18.7788 0.115606 1 1 0
 0 389 -3.63029  21.2657  23.8783 0.115616 1 1 0
 0 390 -1.55943  22.355  19.6126 0.115601 1 1 0
 0 391 -10.2353  26.1125  23.0445 0.11561 1 1 0
 0 392 -3.15573  26.0736  19.8717 0.117813 1 1 0
 0 393 -8.63901  22.3938  22.7854 0.117793 1 1 0
 0 394 -6.56816  21.2269  18.5197 0.117796 1 1 0
 0 395 -5.22659  27.2406  24.1374 0.117789 1 1 0
 0 396 8.65427  0.547197  3.74015 0.688558 1 1 4
 0 397 13.9454  9.1463  4.79126 0.688576 1 1 4
 0 398 16.0163  5.39395  0.525558 0.688578 1 1 4
 0 399 6.58342  4.29955  8.00585 0.688597 1 1 4
 0 400 7.67556  8.59966  3.1485 -0.189726 1 1 3
 0 401 14.9241  1.09384  5.38291 -0.189706 1 1 3
 0 402 16.995  3.75291  1.1172 -0.189705 1 1 3
 0 403 5.6047  5.94059  7.41421 -0.189705 1 1 3
 0 404 15.3175  8.2411  3.50637 -0.19279 1 1 3
 0 405 7.28219  1.4524  5.02503 -0.192839 1 1 3
 0 406 9.35305  3.39435  0.759327 -0.192842 1 1 3
 0 407 13.2466  6.29915  7.77208 -0.19284 1 1 3
 0 408 16.0039  6.86041  1.9156 -0.317825 1 1 3
 0 409 6.59582  2.8331  6.61581 -0.317856 1 1 3
 0 410 8.66668  2.01366  2.35011 -0.317783 1 1 3
 0 411 13.933  7.67985  6.1813 -0.317845 1 1 3
 0 412 10.016  0.74978  5.2239 -0.498914 1 1 2
 0 413 12.5837  8.94372  3.30751 -0.498913 1 1 2
 0 414 10.5128  5.59653  7.57321 -0.498917 1 1 2
 0 415 12.0869  4.09698  0.958189 -0.498914 1 1 2
 0 416 12.1518  0.308322  5.77558 -0.504972 1 1 2
 0 417 10.4479  9.38517  2.75582 -0.504996 1 1 2
 0 418 8.37709  5.15507  7.02153 -0.504964 1 1 2
 0 419 14.2226  4.53843  1.50988 -0.504947 1 1 2
 0 420 8.05995  7.75886  2.19031 0.1511 1 1 1
 0 421 14.5397  1.93464  6.3411 0.151084 1 1 1
 0 422 16.6106  2.91211  2.0754 0.151075 1 1 1
 0 423 5.9891  6.78139  6.45601 0.15109 1 1 1
 0 424 14.9962  7.19484  2.7546 0.163631 1 1 1
 0 425 7.60351  2.49866  5.7768 0.163688 1 1 1
 0 426 9.67436  2.34809  1.5111 0.163655 1 1 1
 0 427 12.9253  7.34541  7.02031 0.163692 1 1 1
 0 428 11.1808  0.304047  4.9744 0.467519 1 1 1
 0 429 11.4189  9.38945  3.55701 0.467537 1 1 1
 0 430 9.34806  5.1508  7.82271 0.467506 1 1 1
 0 431 13.2516  4.5427  0.708696 0.46749 1 1 1
 0 432 9.03276  7.81478  1.71596 0.115606 1 1 0
 0 433 13.5669  1.87872  6.81545 0.115616 1 1 0
 0 434 15.6378  2.96803  2.54974 0.115601 1 1 0
 0 435 6.9619  6.72547  5.98167 0.11561 1 1 0
 0 436 14.0415  6.68665  2.80885 0.117813 1 1 0
